Medical Equipment,Services,Kode RS,Hospital Name,City/Regency,Province,Year,Volume
Ventilator Non-invasif Anak/Dewasa,MotherChild,3326049,Rumah Sakit Umum Daerah Bendan Kota Pekalongan,City of Pekalongan,Central Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3327010,Rumah Sakit Umum Daerah Dr. M. Ashari Pemalang,Pemalang,Central Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3328011,Rumah Sakit Umum Daerah dr. Soeselo Slawi Kabupaten Tegal,Tegal,Central Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3371014,Rumah Sakit Umum Daerah Tidar,City of Magelang,Central Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3372015,Rumah Sakit Umum Daerah Dr. Moewardi Surakarta,City of Surakarta,Central Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3372234,Rumah Sakit Umum Daerah Ibu Fatmawati Soekarno,City of Surakarta,Central Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3373016,Rumah Sakit Umum Daerah Kota Salatiga,City of Salatiga,Central Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3376012,Rumah Sakit Umum Daerah Kardinah,City of Tegal,Central Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3402016,Rumah Sakit Umum Daerah Panembahan Senopati,Bantul,Special Region Yogyakarta,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3403010,Rumah Sakit Umum Daerah Wonosari,Gunung Kidul,Special Region Yogyakarta,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3404011,Rumah Sakit Umum Daerah Sleman,Sleman,Special Region Yogyakarta,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3471234,Rumah Sakit Umum Daerah Kota Yogyakarta,City of Yogyakarta,Special Region Yogyakarta,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3501016,Rumah Sakit Umum Daerah dr. Darsono,Pacitan,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3502010,Rumah Sakit Umum Daerah Dr. Harjono S. Kabupaten Ponorogo,Ponorogo,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3503011,Rumah Sakit Umum Daerah dr. Soedomo Trenggalek,Trenggalek,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3505013,Rumah Sakit Umum Daerah Ngudi Waluyo Wlingi,Blitar,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3506014,Rumah Sakit Umum Daerah Kabupaten Kediri,Kediri,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3509010,Rumah Sakit Umum Daerah Dr. Soebandi,Jember,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3510010,Rumah Sakit Umum Daerah Blambangan,Banyuwangi,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3511011,Rumah Sakit Umum dr. H.Koesnadi Bondowoso,Bondowoso,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3512012,Rumah Sakit Umum Daerah dr. Abdoer Rahem Kabupaten Situbondo,Situbondo,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3513013,Rumah Sakit Umum Daerah Waluyo Jati Kraksaan,Probolinggo,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3514036,Rumah Sakit Umum Daerah Bangil,Pasuruan,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3515015,Rumah Sakit Umum Daerah R. T. Notopuro Sidoarjo,Sidoarjo,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3517010,Rumah Sakit Umum Daerah Kabupaten Jombang,Jombang,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3518011,Rumah Sakit Umum Daerah Nganjuk,Nganjuk,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3519023,Rumah Sakit Umum Daerah Caruban,Madiun,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3520012,Rumah Sakit Umum Daerah dr. Sayidiman Magetan,Magetan,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3521013,Rumah Sakit Umum Daerah Dr. Soeroto Ngawi,Ngawi,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3522014,Rumah Sakit Umum Daerah Dr. R. Sosodoro Djatikoesoemo,Bojonegoro,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3523015,Rumah Sakit Umum Daerah Dr. R. Koesma Tuban,Tuban,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3524016,Rumah Sakit Umum Daerah dr. Soegiri Kabupaten Lamongan,Lamongan,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3525010,Rumah Sakit Umum Daerah Ibnu Sina Kab. Gresik,Gresik,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3526011,Rumah Sakit Umum Daerah Syarifah Ambami Rato Ebu,Bangkalan,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3527012,Rumah Sakit Umum Daerah dr. Mohammad Zyn Kab. Sampang,Sampang,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3528013,Rumah Sakit Umum Daerah Dr. H. Slamet Martodirdjo Pamekasan,Pamekasan,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3529014,Rumah Sakit Umum Daerah dr. H. Moh. Anwar,Sumenep,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3572010,Rumah Sakit Umum Daerah Mardi Waluyo,City of Blitar,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3573011,Rumah Sakit Umum Daerah Dr. Saiful Anwar,City of Malang,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3573258,Rumah Sakit Umum Daerah Kota Malang,City of Malang,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3574012,Rumah Sakit Umum Daerah dr. Mohamad Saleh Kota Probolinggo,City of Probolinggo,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3576014,Rumah Sakit Umum Daerah dr. Wahidin Sudiro Husodo Kota Mojokerto,City of Mojokerto,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3577015,Rumah Sakit Umum Daerah Dr. Soedono Madiun,City of Madiun,East Java,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3578213,Rumah Sakit Umum Daerah Bhakti Dharma Husada,City of Surabaya,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3579030,Rumah Sakit Umum Karsa Husada Kota Batu,City of Batu,East Java,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3601010,Rumah Sakit Umum Daerah Berkah Pandeglang,Pandeglang,Banten,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3602011,Rumah Sakit Umum Daerah Dr. Adjidarmo,Lebak,Banten,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3603010,Rumah Sakit Umum Daerah Kabupaten Tangerang,Tangerang,Banten,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3604013,Rumah Sakit Umum Daerah dr. Dradjat Prawiranegara,Serang,Banten,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3671032,Rumah Sakit Umum Pusat Dr. Sitanala Tangerang,City of Tangerang,Banten,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3671208,Rumah Sakit Umum Daerah Kota Tangerang,City of Tangerang,Banten,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3672022,Rumah Sakit Umum Daerah Kota Cilegon,City of Cilegon,Banten,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3673004,Rumah Sakit Umum Daerah Banten,City of Serang,Banten,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3673012,Rumah Sakit Umum Daerah Kota Serang,City of Serang,Banten,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,3674168,Rumah Sakit Umum Daerah Kota Tangerang Selatan,City of Tangerang Selatan,Banten,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5101016,Rumah Sakit Umum Daerah Negara,Jembrana,Bali,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5103032,Rumah Sakit Daerah Mangusada Kabupaten Badung,Badung,Bali,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5104012,Rumah Sakit Umum Daerah Sanjiwani Gianyar,Gianyar,Bali,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5105013,Rumah Sakit Umum Daerah Klungkung,Klungkung,Bali,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5106014,Rumah Sakit Umum Daerah Bangli,Bangli,Bali,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5107015,Rumah Sakit Umum Daerah Karangasem,Karangasem,Bali,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5171020,Rumah Sakit Umum Daerah Wangaya,City of Denpasar,Bali,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5171220,Rumah Sakit Umum Daerah Bali Mandara Provinsi Bali,City of Denpasar,Bali,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5202011,Rumah Sakit Umum Daerah Praya Kabupaten Lombok Tengah,Lombok Tengah,West Nusa Tenggara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5204013,Rumah Sakit Umum Sumbawa Besar,Sumbawa,West Nusa Tenggara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5205014,Rumah Sakit Umum Dompu,Dompu,West Nusa Tenggara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5206015,Rumah Sakit Umum Bima,Bima,West Nusa Tenggara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5207002,Rumah Sakit Umum Daerah Asy-Syifa Sumbawa Barat,Sumbawa Barat,West Nusa Tenggara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5208002,Rumah Sakit Umum Kab. Lombok Utara,Lombok Utara,West Nusa Tenggara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5271010,Rumah Sakit Umum Daerah Provinsi NTB,City of Mataram,West Nusa Tenggara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5271087,Rumah Sakit Umum Daerah Kota Mataram,City of Mataram,West Nusa Tenggara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5272005,Rumah Sakit Umum Daerah Kota Bima,City of Bima,West Nusa Tenggara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5301033,Rumah Sakit Umum Daerah Waikabubak,Sumba Barat,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5302023,Rumah Sakit Umum Daerah Umbu Rara Meha Waingapu,Sumba Timur,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5303013,Rumah Sakit Umum Daerah S.K. Lerik,City of Kupang,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5303024,Rumah Sakit Umum Daerah Rote Ndao Ba'a,Rote Ndao,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5303045,Rumah Sakit Umum Daerah Naibonat,Kupang,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5303056,Rumah Sakit Umum Pusat dr. Ben Mboi Kupang,City of Kupang,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5304014,Rumah Sakit Umum Daerah Soe,Timor Tengah Selatan,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5305015,Rumah Sakit Umum Daerah Kefamenanu,Timor Tengah Utara,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5306016,"Rumah Sakit Umum Daerah Mgr. Gabriel Manek, SVD Atambua",Belu,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5306042,Rumah Sakit Umum Penyangga Perbatasan Betun,Malaka,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5307010,Rumah Sakit Umum Daerah Kalabahi,Alor,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5308045,Rumah Sakit Umum Daerah Lewoleba,Lembata,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5309012,Rumah Sakit Umum Daerah dr. Hendrikus Fernandez Larantuka,Flores Timur,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5310012,Rumah Sakit Umum Daerah dr. T.C. Hillers Maumere,Sikka,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5311013,Rumah Sakit Umum Daerah Ende,Ende,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5312014,Rumah Sakit Umum Daerah Bajawa,Ngada,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5313015,Rumah Sakit Umum Daerah Ruteng,Manggarai,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5315003,Rumah Sakit Umum Daerah Komodo,Manggarai Barat,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5316003,Rumah Sakit Umum Daerah Waibakul,Sumba Tengah,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5317002,Rumah Sakit Umum Daerah Reda Bolo,Sumba Barat Daya,East Nusa Tenggarara,2025,0
Ventilator Non-invasif Anak/Dewasa,MotherChild,5318002,Rumah Sakit Umum Daerah Aeramo Kabupaten Nagekeo,Nagekeo,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5319002,Rumah Sakit Umum Daerah Borong,Manggarai Timur,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5320002,Rumah Sakit Umum Daerah Sabu Raijua,Sabu Raijua,East Nusa Tenggarara,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,5371011,Rumah Sakit Umum Daerah Prof. DR. W. Z. Johannes Kupang,City of Kupang,East Nusa Tenggarara,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6101022,Rumah Sakit Umum Daerah Sambas,Sambas,West Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6102012,"Rumah Sakit Umum Daerah Drs. Jacobus Luna, M.Si",Bengkayang,West Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6103013,Rumah Sakit Umum Daerah Kabupaten Landak,Landak,West Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6104014,Rumah Sakit Umum Daerah Dr. Rubini Mempawah,Mempawah (Pontianak),West Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6105015,Rumah Sakit Umum Daerah M. Th. Djaman Sanggau,Sanggau,West Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6106016,Rumah Sakit Umum Daerah Dr. Agoesdjam Ketapang,Ketapang,West Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6107010,Rumah Sakit Umum Daerah Ade Muhammad Djoen Sintang,Sintang,West Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6108011,Rumah Sakit Umum Daerah dr. A. Diponegoro Putussibau,Kapuas Hulu,West Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6109012,Rumah Sakit Umum Daerah Kabupaten Sekadau,Sekadau,West Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6110012,Rumah Sakit Umum Daerah Kabupaten Melawi,Melawi,West Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6111002,Rumah Sakit Umum Daerah Sultan Muhammad Jamaludin I,Kayong Utara,West Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6112003,Rumah Sakit Umum Daerah Kabupaten Kubu Raya,Kubu Raya,West Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6171138,Rumah Sakit Umum Daerah Sultan Syarif Mohammad Alkadrie,City of Pontianak,West Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6172011,Rumah Sakit Umum Daerah Dr. Abdul Aziz Singkawang,City of Singkawang,West Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6201012,Rumah Sakit Umum Daerah Sultan Imanuddin,Kotawaringin Barat,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6202013,Rumah Sakit Umum Daerah dr. Murjani Sampit,Kotawaringin Timur,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6203015,Rumah Sakit Umum Daerah Dr. H. Soemarno Sosroaatmodjo Kab. Kapuas,Kapuas,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6204016,Rumah Sakit Umum Daerah Jaraga Sasameh,Barito Selatan,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6205011,Rumah Sakit Umum Daerah Muara Teweh,Barito Utara,Central Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6207012,Rumah Sakit Umum Daerah Kabupaten Lamandau,Lamandau,Central Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6207033,Rumah Sakit Umum Daerah Sukamara,Sukamara,Central Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6208014,Rumah Sakit Umum Daerah Kuala Pembuang,Seruyan,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6209024,Rumah Sakit Umum Daerah Mas Amsyar Kasongan,Katingan,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6210015,Rumah Sakit Umum Daerah Pulang Pisau,Pulang Pisau,Central Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6211026,Rumah Sakit Umum Daerah Kuala Kurun,Gunung Mas,Central Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6212020,Rumah Sakit Umum Daerah Tamiang Layang,Barito Timur,Central Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6213022,Rumah Sakit Umum Daerah Puruk Cahu,Murung Raya,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6271012,Rumah Sakit Umum Daerah dr. Doris Sylvanus Palangka Raya,City of Palangka Raya,Central Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6271026,Rumah Sakit Umum Daerah Kota Palangka Raya,City of Palangka Raya,Central Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6301013,Rumah Sakit Umum Daerah H. Boejasin Pelaihari,Tanah Laut,South Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6302014,Rumah Sakit Umum Daerah Pangeran Jaya Sumitra,Kotabaru,South Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6303015,Rumah Sakit Umum Daerah Ratu Zalecha,Banjar,South Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6304020,Rumah Sakit Umum Daerah H. Abdul Aziz Marabahan,Barito Kuala,South Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6305010,Rumah Sakit Umum Daerah Datu Sanggul Rantau,Tapin,South Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6306011,Rumah Sakit Umum Daerah Brigjend H. Hasan Basry Kandangan,Hulu Sungai Selatan,South Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6307012,Rumah Sakit Umum Daerah H Damanhuri Barabai,Hulu Sungai Tengah,South Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6308013,Rumah Sakit Umum Daerah Pambalah Batung,Hulu Sungai Utara,South Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6309014,Rumah Sakit Umum Daerah H. Badaruddin Kasim,Tabalong,South Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6310015,Rumah Sakit Umum Daerah dr. H. Andi Abdurrahman Noor,Tanah Bumbu,South Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6311016,Rumah Sakit Umum Daerah Datu Kandang Haji,Balangan,South Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6371156,Rumah Sakit Umum Daerah Sultan Suriansyah Banjarmasin,City of Banjarmasin,South Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6372014,Rumah Sakit Daerah Idaman Kota Banjarbaru,City of Banjarbaru,South Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6401014,Rumah Sakit Umum Daerah Panglima Sebaya,Paser,East Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6402041,Rumah Sakit Umum Daerah Harapan Insan Sendawar,Kutai Barat,East Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6403015,Rumah Sakit Umum Daerah Aji Muhammad Parikesit,Kutai Kartanegara,East Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6404021,Rumah Sakit Umum Daerah dr. H. Soemarno Sosroatmodjo Kab. Bulungan,Bulungan,North Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6404032,Rumah Sakit Umum Daerah Kudungga,Kutai Timur,East Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6405011,Rumah Sakit Umum Daerah Dr. Abdul Rivai,Berau,East Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6406012,Rumah Sakit Umum Daerah Kabupaten Malinau,Malinau,North Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6408025,Rumah Sakit Umum Daerah Kabupaten Nunukan,Nunukan,North Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6409036,Rumah Sakit Umum Daerah Ratu Aji Putri Botung,Penajam Paser Utara,East Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6411001,Rumah Sakit Gerbang Sehat Mahulu,Mahakam Hulu,East Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6471014,Rumah Sakit Umum Daerah Dr. Kanujoso Djatiwibowo,City of Balikpapan,East Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6472015,Rumah Sakit Umum Daerah Abdul Wahab Sjahranie,City of Samarinda,East Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6472118,Rumah Sakit Umum Daerah Inche Abdoel Moeis,City of Samarinda,East Kalimantan,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6473016,Rumah Sakit Umum Daerah dr. H. Jusuf SK,City of Tarakan,North Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6474032,Rumah Sakit Umum Daerah Taman Husada Bontang,City of Bontang,East Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6503002,Rumah Sakit Umum Daerah Akhmad Berahim,Tana Tidung,North Kalimantan,2026,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,6571044,Rumah Sakit Umum Kota Tarakan,City of Tarakan,North Kalimantan,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7101013,Rumah Sakit Umum Datoe Binangkang,Bolaang Mongondow,North Sulawesi,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7102014,Rumah Sakit Umum Daerah DR. Sam Ratulangi Tondano,Minahasa,North Sulawesi,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7103015,Rumah Sakit Umum Daerah Liun Kendage,Kepulauan Sangihe,North Sulawesi,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7103026,Rumah Sakit Umum Daerah Lapangan Sawang Kab. Sitaro,Kepulauan Siau Tagulandang Biaro,North Sulawesi,2026,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7104038,Rumah Sakit Umum Daerah Talaud,Kepulauan Talaud,North Sulawesi,2025,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7105030,Rumah Sakit Umum Daerah Amurang,Minahasa Selatan,North Sulawesi,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7106018,Rumah Sakit Umum Daerah Maria Walanda Maramis,Minahasa Utara,North Sulawesi,2024,1
Ventilator Non-invasif Anak/Dewasa,MotherChild,7107003,Rumah Sakit Umum Daerah Bolaang Mongondow Utara,Bolaang Mongondow Utara,North Sulawesi,2025,1
